idx	x_ang	y_ang	z_ang	shell	V_R	V_TS	Dv
20413	45.9120	30.2998	59.2384	9.0	-0.07116116	-0.07172840	-0.00056724
20414	55.7366	44.5508	60.5424	7.7	-0.09116307	-0.09167696	-0.00051389
20415	53.3700	40.6340	49.2626	7.1	-0.09455655	-0.09474972	-0.00019318
20416	56.1871	24.0124	61.4166	7.7	-0.08445059	-0.08520617	-0.00075558
20417	48.9023	27.3723	52.2353	7.1	-0.07881666	-0.07904634	-0.00022968
20418	54.3627	35.3371	66.6061	8.2	-0.08727358	-0.08857165	-0.00129807
20419	65.7286	31.5412	43.9401	8.8	-0.08049636	-0.07920236	0.00129400
20420	52.5319	44.6075	53.0885	9.0	-0.08374555	-0.08405583	-0.00031027
20421	57.0776	38.2583	67.1738	8.9	-0.08537827	-0.08641449	-0.00103622
20422	69.5017	33.7169	58.6072	7.0	-0.10120503	-0.10088144	0.00032359
20423	70.9442	29.1788	57.0443	8.1	-0.08742935	-0.08666555	0.00076380
20424	60.8104	33.6726	44.7741	7.2	-0.09630231	-0.09494587	0.00135644
20425	54.6369	21.3611	57.6903	9.0	-0.07493944	-0.07512417	-0.00018473
20426	56.4573	36.5099	66.6733	7.9	-0.09086817	-0.09217561	-0.00130743
20427	67.4855	41.0543	56.8977	7.7	-0.09606527	-0.09618478	-0.00011951
20428	58.4734	22.0709	59.1267	8.3	-0.08297394	-0.08314303	-0.00016909
20429	62.8791	21.8749	51.9082	8.9	-0.08320763	-0.08211547	0.00109216
20430	54.5553	39.5932	45.5063	8.5	-0.08214252	-0.08199540	0.00014712
20431	51.2938	42.6582	51.9836	8.6	-0.08621156	-0.08654523	-0.00033367
20432	57.7534	45.1803	50.9738	8.6	-0.08659231	-0.08673136	-0.00013905
20433	61.7805	44.2601	51.7518	7.8	-0.09325717	-0.09332358	-0.00006640
20434	62.6929	36.9685	46.1211	7.0	-0.09903774	-0.09800839	0.00102935
20435	52.6911	35.3805	44.5274	8.6	-0.07903118	-0.07878093	0.00025025
20436	53.6094	41.7989	50.7961	7.3	-0.09731678	-0.09761703	-0.00030025
20437	56.2563	32.4295	68.1133	9.0	-0.08022199	-0.08142408	-0.00120209
20438	50.4600	31.0066	45.7847	8.6	-0.07577029	-0.07559600	0.00017430
20439	52.3674	24.0844	52.0241	7.8	-0.08068122	-0.08060075	0.00008047
20440	64.0083	41.9477	50.0609	8.2	-0.09587247	-0.09564279	0.00022968
20441	66.2408	34.2988	65.7330	8.8	-0.08518803	-0.08586587	-0.00067784
20442	65.4431	24.7170	49.0105	7.9	-0.08687926	-0.08521167	0.00166759
20443	60.0661	32.7337	43.3510	8.6	-0.08547479	-0.08437522	0.00109957
20444	66.8229	35.1419	46.8401	7.4	-0.09321185	-0.09187786	0.00133399
20445	69.2864	27.3221	60.9256	8.7	-0.08270092	-0.08248707	0.00021385
20446	50.7956	40.3634	64.0491	8.8	-0.08020471	-0.08093930	-0.00073459
20447	59.4954	23.0782	48.5723	8.9	-0.08289829	-0.08177529	0.00112300
20448	52.6797	35.0673	64.4019	7.0	-0.09614237	-0.09763694	-0.00149457
20449	62.3939	35.0919	45.1959	7.2	-0.09659742	-0.09531571	0.00128171
20450	46.2696	29.8037	51.1043	8.7	-0.07071528	-0.07093111	-0.00021582
